text,label,hate_type,dialect,source
@yumnafawaz أمية وغير مثقفة,hate,gender,levantine,letmi
@berrynawal الصباط كان كتير صغير عليكه لازم يضربوكه بصباط أكبر بكتير#استحي,hate,gender,levantine,letmi
"@DimaSadek الله لا يوفقك شو انك شرشوحة و سخيفة و داعشية
اذا انت بدك تقودي الثورة الله يلعن هيك ثورة",hate,gender,levantine,letmi
لأنكم بلد دعارة الكل يحبكم لكن كم ستصمدون يا شاربي بول البعير @url,hate,race,mixed,mlma
@yumnafawaz صايرة شاعري يا أم لسان مقروط,hate,gender,levantine,letmi
@DimaSadek تاج راسك يا بلا شرف,hate,gender,levantine,letmi
@ghadifrancis @Jessicaazar اللي متلك عالمطبخ يا غدي.. معك نص ساعة لتخلصي الجلي..بسرعة!,hate,gender,levantine,letmi
@DimaSadek العالم كلها بدها يا يا كلبة وبدو يضل قاعد على قلبك �,hate,gender,levantine,letmi
@DimaSadek انتي يهوديه مافي شك بوساختك,hate,gender,levantine,letmi
@DimaSadek يقطع عمرك قطع انا دايما  بحترم امك وبقولك يا بنت الحلال بس عن جد  بينتي هلق انك بنت حرام وان شاءالله بيق… https://t.co/JwnFMtHq0e,hate,gender,levantine,letmi
@_ElieMerheb @OTVLebanon @AkikiJoyce @joellebouyounes مذيعة ديكتاتورية  �  ..يعنى غصب نصور   و  نكذب  ....   مذيعة  ( فر عون ),hate,gender,levantine,letmi
@yumnafawaz لو بتسمعينا سكوتك يا إم نصف لسان.. بعد ناقصنا هيك بضاعة عتلانة همّ النازحين..,hate,gender,levantine,letmi
@yumnafawaz @amanie_geha وهاهاها  هلق كل هالثورة كرمال هيك اه يا هبيله,hate,gender,levantine,letmi
@DimaSadek رح تموتي قد مافي جواتك سم,hate,gender,levantine,letmi
@yumnafawaz عم يقلك هو اعمل فردية يا ام نص لسان شو بلا لسان وما بتفهمي كمان,hate,gender,levantine,letmi
@user @user @user @user مجاري يامتخلفين يابتوع بول البعير ياتيوس,hate,race,mixed,mlma
@yumnafawaz طووووووط انضبي . بوق الفتنة,hate,gender,levantine,letmi
@yumnafawaz يا أم نص لسان سكتي احسن,hate,gender,levantine,letmi
@berrynawal آه يا هبيلة,hate,gender,levantine,letmi
#نانسي السبع قذارة الاعلام,hate,gender,levantine,letmi
@DimaSadek هولي صارو عندك كل مؤيدين المقاومة... ليش بتشملي الكل بفعل كم واحد.. حاقدة جدا انتي,hate,gender,levantine,letmi
@DimaSadek ديما صادق انت بهيمة بكل معنى الكلمة، لأنك لاتعقلين. إنت من فئة الأنعام بل إنك أضل سبيلاً.  هل تعتبرين نف… https://t.co/zMURJwxNpq,hate,gender,levantine,letmi
"و مشاعري !نفسيتي تعبانه كانت خير ان شاء الله
",not_hate,unknown,jordanian,jhsc
"210208 [ معلومة ] أغنية Eight لآيو بالتعاون مع شوقا تعود لـ Top 10 في مخطط MelOn الأسبوعي وتظل متعادلة مع أغنية Dynamite في المركز الثاني بين الأغاني الأكثر بقاءً ضمن Top 10 فيه ( 24 أسبوع ) 
",not_hate,unknown,jordanian,jhsc
فارس بحكي اكبر مسبة حكاها يا حمار,not_hate,unknown,jordanian,jhsc
القيثارة آلة مظلومة موسيقيًا,not_hate,unknown,jordanian,jhsc
﴿وَقِفوهُم إِنَّهُم مَسئولونَ﴾ [الصافات: ٢٤] واحبسوهم قبل إدخالهم النار للحساب; فهم مسؤولون; ثم بعد ذلك سوقوهم إلى النار. - المختصر في التفسير,not_hate,unknown,jordanian,jhsc
"رحمهم الله و الخزي والعار للجبناء
",not_hate,unknown,jordanian,jhsc
"ما رح نتنازل عن مطالبنا
",not_hate,unknown,jordanian,jhsc
انا بحكيلك القصة بتهيألهم انو رح يعطوهم قطعة ارض بالجامعة هههههه,not_hate,unknown,jordanian,jhsc
فديت سلام اللي ريحتني,not_hate,unknown,jordanian,jhsc
اربد ==> حلويات الأقصى (معلم محمود) ==> كنافة خشنة,not_hate,unknown,jordanian,jhsc
سبب انهيار بورتو غياب لاعبنا دانييلو,not_hate,unknown,jordanian,jhsc
صاحبي المغترب : طمنا عنك كيف وضعك مع انا :,not_hate,unknown,jordanian,jhsc
الشيخه الروحانيه ام احمد لفك السحروتسهيل الزواج وعلاج التابعه والعقم لاجل الخلفه بأذن الله لتواصل على هذاالرقم٠٠٩٦٢٧٧٩٧٨٥٠٥٨,not_hate,unknown,jordanian,jhsc
"على جروب عالفيسبوك طالبين عروس لشب عمرو ٥١ سنة لم يسبق له الزواج 
",not_hate,unknown,jordanian,jhsc
هذا يتبع تأثير الفيلم على المستمعين ڤإن كانت الدهشة بادية على وجوههم امشيها له ،وإن تغامز القوم انهره نهرا خفيفا واقول لهم أنه سرقها من مواقع التواصل الاجتماعي.,not_hate,unknown,jordanian,jhsc
"مين من الطلاب الي اجو من السفر نازل بكرفان ؟ بدي شوف هالكرفانات الي مجهزينها
",not_hate,unknown,jordanian,jhsc
الاسبان حققوا كل الارقام.. واكثر اندية استفادة من الحكام اندية اسبانيا كرة مثل هذه تعود بي بالذاكرة لمباراة تشيلسي,not_hate,unknown,jordanian,jhsc
أعلنت دار الإفتاء الإقليمية لمسلمي الفلبين بديار بانجسامور أن يوم الجمعة 15 من شهر يونيو 2018 أول يوم لشهر شوال المعظم لعام 1439، ودعى المفتى إلى الله تعالى أن يرفع عن المسلمين معاناتهم وأن يعيد الأيام عليهم باليمن والبركة.,not_hate,unknown,jordanian,jhsc
بين حكيك وشوفتك قصة خجل ، طال فيها الشرح وعيونك دليل.,not_hate,unknown,jordanian,jhsc
شيء رائع. كنت من اشد المعجبين بهذا الفن حيث كان يبث عبر التلفزيون الاردني. والان اتباع حسب وقتي قناة نارت الفضائيه.,not_hate,unknown,jordanian,jhsc
قصفوا مُرجيحة العيد .. ”,not_hate,unknown,jordanian,jhsc
بتعوّذ من بعض ناس اكتر من ابليس,not_hate,unknown,jordanian,jhsc
مش حركة غبية !!,not_hate,unknown,jordanian,jhsc
"“قيمتك عند الشخص ستعرفها من محاولاته التي يبذلها من أجلك، وليس من الكلام“.
",not_hate,unknown,jordanian,jhsc
سبحان الله هيني بسمعها بنت عمان - بلوز و بنطلون,not_hate,unknown,jordanian,jhsc
"الجاردنز لتجارة السيارات ☆دليلك___ للتقسيط☆ متوفر جميع الاصناف ل فورد فيوجن موديلات 2017_2018_2019 للاستفسار : 0770500200 0776100600 @ الجاردنز لتجارة وتمويل السيارات
",not_hate,unknown,jordanian,jhsc
اقسم بالله في ناس حرام الواحد يكون منيح معهم و يفكر فيهم لانهم ما بيستاهلو ذرة اشي منيح الهم,not_hate,unknown,jordanian,jhsc
"من الصريح للكرك شو اللي بدكم اياه ؟؟؟
",not_hate,unknown,jordanian,jhsc
"فيديوهات في العالم العربي بعطيني الامان العالم العالم كله مين الرجل يقولوا عليك الامان ما حدا يوصلك في حدا
",not_hate,unknown,jordanian,jhsc
"@DimaSadek ديما واضح إنك مش قادرة تطلعي من النمطية المقيتة بالتحريض و النكايات
إنت عم تشتغلي لصالح اللي عم تنتقديهم… https://t.co/7xEC2er5Ba",not_hate,unknown,levantine,letmi
فقدنا الصور الممتعة اليوم .. السبب غياب هذا الاسطورة!,not_hate,unknown,jordanian,jhsc
بدي اقلع عين اللي بقول عن الاردنيين مسخمطين . احنا بس بدنا نركض ورا رغيف الخبز ورغيف الخبز يركض قدامنا.,not_hate,unknown,jordanian,jhsc
"أيُّ شـهرٍ قـد تَولَّى * يا عبادَ اللهِ عنّا حُقَّ أنْ نبكي عليهِ * بدماءٍ لو عَقَلنا كيفَ لا نبكي لشهرٍ * مرَّ بالغفلةِ عنّا ثُـمَّ لا نـعـلـمُ أنّـا * قد طُردنا أو قُبلنا
",not_hate,unknown,jordanian,jhsc
صفارات الانذار الآن تدوي في أرجاء مدينة عمان معلنة عن حالة تأهب بسبب الإنجماد على الطرقات و تنصح المواطنين بإلزام منازلهم.,not_hate,unknown,jordanian,jhsc
"حادث سير قرب حاجز الزعيم شرق القدس المحتلة
",not_hate,unknown,jordanian,jhsc
ريو 2016: الأردني أبو غوش والمصرية ملاك يدخلان التاريخ بأول ميداليتين عربيتين في التايكواندو via,not_hate,unknown,jordanian,jhsc
الي سنة بكتب فيك قصائد .. و العبس يا عبسي و غيرها من الابيات بعرض الحسناوات يزم,not_hate,unknown,jordanian,jhsc
"بصراحه ما بقدر اتخيل اني بضرب حدا فمشً رح اقدر بالنقطه هاي .. شوف شخص اخر احسن مني
",not_hate,unknown,jordanian,jhsc
سامحيني إن لم أكاشفك بالعشق فأحلى ما في الهوى التضمين,not_hate,unknown,jordanian,jhsc
اعوذ بالله من موت اللهفه .,not_hate,unknown,jordanian,jhsc
طبيعة البشر أن يكرهوا بعضهم .. ولكن ليس من حقهم تشويه سمعة من يكرهون .. إذا كرهت إنسانا فلا تشوه سمعته فقد يكون صديقا يوما ما ..,not_hate,unknown,jordanian,jhsc
"اللهم انت وحدك ولي ذلك والقادر عليه.
",not_hate,unknown,jordanian,jhsc
ههههههههههههه  ممنوع الريتويت     :P,not_hate,unknown,jordanian,jhsc
تكبيرات العيد هنن العيد بالنسبه الي وبس,not_hate,unknown,jordanian,jhsc
محاكمة مرتكبي الجرائم ضد الانسانيه في سوريا امام المحكمه الجنائية واجب اخلاقي وقانوني يجب على المجتمع الدوليان يضطلع به.,not_hate,unknown,jordanian,jhsc
"لما تكون عارف شو انت لو مهما الناس تجاهلتك او حاولت تدور عبدائل او حاولت تهمشك بتضل من جواتك عظيم المكانه مش بالمنصب ولا بالفلوس المكانه هيه اللي انت بتصنعها بنفسك في داخلك موجوده باعماقك عبدالله الجراح
",not_hate,unknown,jordanian,jhsc
اهاا يلا ريحتي راسك :),not_hate,unknown,jordanian,jhsc
"انا بحب فترة الصبح وقهوة الصبح ونشاط الصبح ومنظر الشمس الصبح بس يلي ناقص اني اصحى الصبح 
",not_hate,unknown,jordanian,jhsc
الموضوع مش هيك ابدا الموضوع حصل القتال وهناك مبادرة لوقفه وقد وافقت اسرائيل لماذا ترفض حماس,not_hate,unknown,jordanian,jhsc
"وزارة الصحة 10 وفيات و1701 إصابة جديدة بفيروس كورونا ليرتفع الإجمالي إلى 229 وفاة و35432 إصابة
",not_hate,unknown,jordanian,jhsc
بالمناسبة الهاش تاق مسخرة,not_hate,unknown,jordanian,jhsc
"نفسي افهم شو اللي بضحك واحد ثار معه حادث لا وفارط ضحك بطريقه هستيريه وضحكات بتخزي ههههههههههههه
",not_hate,unknown,jordanian,jhsc
ليش كل الصحافة يوم النتائج بتكون في عمان الغربية وكل الصور للبنات و بختاروها تكون احلى من ملكة جمال الاردن الختارها وزارة الاثار المصرية.,not_hate,unknown,jordanian,jhsc
صابك غرور والغرور لما يصيب مشكله ....,not_hate,unknown,jordanian,jhsc
صوماً مقبولاً و إفطاراً شهياً @ ملح و زاد,not_hate,unknown,jordanian,jhsc
يزم اذا ابوي اقتنع بالحكي هاظ زمان وانا بدرس رح حطني مدير مدرسه  زمان اقتنع الهندسه علفاضي,not_hate,unknown,jordanian,jhsc
انه هاي البنت ما بدها تتزوج و ابصر شو! يعني مجبرة تعطي سبب مقنع للرفض مع انه برأي انها ما بدها او ما بتفكر بالموضوع هلا سبب كافي!,not_hate,unknown,jordanian,jhsc
حدثني عن الغباء .. أحدثك عن أحلام . Neeeeeeext ...,not_hate,unknown,jordanian,jhsc
اتوقع رح نسيطر الا ع افضل حارس،ودي ماريا مظلوم فيها,not_hate,unknown,jordanian,jhsc
"حرام عليك يا صاحبي شكلك مش كاين تدرس أنا درست واجتهدت وتعبت عحالي وتجميعي ٣٣ 
",not_hate,unknown,jordanian,jhsc
حرقتي كرتيييييييي فوق ما هو محروق  اه والله يا دكتورة اني حساسة وبحبش ااذي حدا عشان هيك كنت لطيفة بالبداية بس ابلش افهم اني اخدت عالحدا بطلع الغول الي جواتي قصدك الناس الفخمة ، لسا اليوم اكلت منسف مرتب  مش بردو انتي جبتيلي شوكولا ، مبروك لقد ريحتي شقة في قلبي,not_hate,unknown,jordanian,jhsc
"تم اصابة الوسط الفني بفايروس كورونا
",not_hate,unknown,jordanian,jhsc
حتى المواعيد كذابين فيها النيه تطبيق الاسعار بوافق ٢/١,not_hate,unknown,jordanian,jhsc
"فكرة إنّي أكرهك وأتمنّالك الشر عمري ما عملتها، أنا يا بحبك يا كلك ما بشوفك. وسلامتك
",not_hate,unknown,jordanian,jhsc
ومهما فعلتم فلن يرضى عنكم السيسي ومن معه لئنكم بنظره كالنائحه المستئجره لها دور محدد,not_hate,unknown,jordanian,jhsc
لا تترك الأب توب مره ثانيه و انت رايح على الحمام,not_hate,unknown,jordanian,jhsc
شو رأيك بالنسبه لمهرجان البيجاما ؟؟؟شعب فاضي أشغال,not_hate,unknown,jordanian,jhsc
"كان يكتب بالعرب اليوم مقالات مرتبة لما كان رئيس تحرير بس فعلا يلعن ابو الرخص 
",not_hate,unknown,jordanian,jhsc
خجلتُ من نَفسي عِندما أدركتُ، أنّ الحياة حفلةٌ تنكَرية، وأنا حضرتُها بوجهي الحقيقي. فرانس كافكا,not_hate,unknown,jordanian,jhsc
بالنسبه للجميع  العطله الرسميه من تسكيرتي للجامعه حتى ٢٥/٩ ! .. نقطه .,not_hate,unknown,jordanian,jhsc
“ يارب ! وإن نامت أجزائي تحت التراب وكنت نسيآ منسيآ هب لي من يدعو لي دائمآ دون ملل !!! ”,not_hate,unknown,jordanian,jhsc
الأفكار الجيده تحمل ثماراً طيبه ، والأفكارالرديئه تحمل ثماراً فاسده ، والأنسان هو البستاني في حديقة أفكاره .,not_hate,unknown,jordanian,jhsc
مكتب يرحب بتصريحات رئيس حكومة اقليم التفاصيل:,not_hate,unknown,jordanian,jhsc
"""أصبحنا لله حامدين وعابدين وشاكرين وذاكرين اللهم اجعلنا ممن عفوت عنهم ورضيت عنهم وغفرت لهم وكتبت لهم الجنة وحرمتهم عن النار اللهم إنا نحتسب يومنا هذا لوجهك الكريم @ Amman",not_hate,unknown,jordanian,jhsc
لا انا بقول اذا هي الي ببالي كهربيها وريحيني منها,not_hate,unknown,jordanian,jhsc
ما نعرف بالطبقات و تقسيمات عمان و المحافظات! كنا بسيطين,not_hate,unknown,jordanian,jhsc
"بهالدنيا السُمر الله خَلقهن .. حط الهَضم كلو في خِلقهن لحتى يزيد في عذابي خَلقهن..... سمرا وما روى عنها الكتاب  غزل بابا الله يرحمه فيي 
",not_hate,unknown,jordanian,jhsc
زينيت حرام يطلع ... فريق افضل بكل المقاييس من بنفيكا,not_hate,unknown,jordanian,jhsc
عطاف الطراونه ومجلس النواب غير راضيين عن اداء الحكومه الاقتصادي ويطمح بعدم التعامل كفرديه مع بعض المؤسسات,not_hate,unknown,jordanian,jhsc
الغريبة ناس بتعمل بلوك و هيا اصلا عيزا بلوك مت اول ما فتحت تويتر يلا ربنا يصبرنا عل الحاجات الي تنفخ دي :)) مش مقصودة :)),not_hate,unknown,jordanian,jhsc
"ما بحب الحشرات  وما الي بالاقتصاد ولا بالس..... خلص الحبر
",not_hate,unknown,jordanian,jhsc
عن الشخص الي بتعشق وجوده بالتايم لاين و هو حمار لا هو عارف ولا هو حاس ,not_hate,unknown,jordanian,jhsc
كل الحب للفووق  والكره للتحت ://,not_hate,unknown,jordanian,jhsc
@user @user عشان شارب بول البعير يحترم نفسه,not_hate,unknown,mixed,mlma
طائرة السفير الاردني المحرر في ليبيا تصل بعد قليل الى,not_hate,unknown,jordanian,jhsc
وكالة الأناضول للأنباء/ | الشرطة الإسرائيلية: إصابة 3 بجروح متفاوتة في إطلاق صواري ... - عبر تطبيق نبض,not_hate,unknown,jordanian,jhsc
"""فايروس يهدد البشرية هل يستطيع روبرت لانغدون ايقافه، الجحيم متوفر باللغتين Price: Jod 5 Delivery fees only """"Jod 1.5""""  0795346987 @ Amman",not_hate,unknown,jordanian,jhsc
والله حرام هذااا دكه والمعيوف اساسي,not_hate,unknown,jordanian,jhsc
اه وهو بولع السيجاره,not_hate,unknown,jordanian,jhsc
"وكالة عمون الإخبارية/ عاجل مزارعو الأردن يهددون بوقف توريد الخضار للسوق المركزي - عبر تطبيق نبض
",not_hate,unknown,jordanian,jhsc
شرفاء فتح شهداء,not_hate,unknown,jordanian,jhsc
: : هلا بصقور الملعب هلا بالعرباويه  : اشتقنا ي الزعيم والله اشتقنا…,not_hate,unknown,jordanian,jhsc
"مرحبا يا جماعة .. مين بفهم بالقطط او اذا في حد طب بيطري سينير !
",not_hate,unknown,jordanian,jhsc
 طب اشربي شي بتهضمي ,not_hate,unknown,jordanian,jhsc
الصحافة الصهيونية تهاجم ريال مدريد بسبب منعه لدخول اعلامها الى البرنابيو .. شكرا بيريز,not_hate,unknown,jordanian,jhsc
"هههههههههههههه والله مو ملاقي تلك قصه تحكي فيها
",not_hate,unknown,jordanian,jhsc
لااااا.. مش بالزبط كده .. ما رح توصل لهاي المرحلة مع احترامي الشديد الك .. هي بالنهاية انه الأطفال بحبو التقليد قي كل شيء .. واكيد لاحظتي انه عّم يأكل سندويش وميقن انها ما بتنصح  وهي عكس ذلك تماماً,not_hate,unknown,jordanian,jhsc
مش طالبه يكون مظهرو رائع ، بس اشي منطقي و مقبول بس,not_hate,unknown,jordanian,jhsc
"ولا حتى مثل نفسية نتنياهو وهو مالوش دخل بالحكومة 
",not_hate,unknown,jordanian,jhsc
وله صهيب ليش بتعامل احمد هيك،؟؟ ارجع اكتلك يعني؟ خلص كبرتو عهاي السوالف اعقلو,not_hate,unknown,jordanian,jhsc
"لا خلص تقريبا رجعت الكهرباء بكل مناطق المملكة
",not_hate,unknown,jordanian,jhsc
ولا ترى العين عيباً اذا أحب القلب قلباً,not_hate,unknown,jordanian,jhsc
صاحب البوست شكله ابوه مفهمه انه اخته بتنباع بيع,not_hate,unknown,jordanian,jhsc
حسبة بسيطة توضح حجم مأساة كبيرة,not_hate,unknown,jordanian,jhsc
"علينا من الدنيا ضغوطٍ تهدّ الحيل فلا تحسب إن الله خلقنا على شانك
",not_hate,unknown,jordanian,jhsc
"ديباي بيمنع اهداف كمان
",not_hate,unknown,jordanian,jhsc
""" كاسياس:ضربة الجزاء كانت نقطة مهمة لانهم لو عدلواالنتيجة لكانت المباراة مختلفة،بعدها الفريق دخل في المباراةوكانت ردة الفعل جيدة",not_hate,unknown,jordanian,jhsc
"الحلو راق ولا بعدو متيس ؟
",not_hate,unknown,jordanian,jhsc
"نعم نقدر عاليا هذه الديناميكية الأردنية وهي في أقصى درجات سرعتها في المحافل الدولية لمنع الضم الأسرائيلي. ولكن اين العرب؟ اين الأتحاد الأوروبي.
",not_hate,unknown,jordanian,jhsc
"اصلا الي المفروض يعملوا احتجاج على قرارات الحكومة بخصوص التعليم الامهات لانهم هما الي ماكلين هوا موظفات وزوج وبيت وتدريس وضغط بأم الحياة والحكومة بس شاطرة تنزل اوامر دفاع واوامر بخصوص التعليم الفاشل ولما اروح ع المدرسة اسأل استاذ اشي بخصوص التدريس بتركني بحكي وبمشي 
",not_hate,unknown,jordanian,jhsc
يلعن ولا بلاش يا اوباش,not_hate,unknown,jordanian,jhsc
استغفرالله العظيم من كل ذنب عظيم,not_hate,unknown,jordanian,jhsc
أستغفر الله الذي لا إله إلا هو الحي القيوم و أتوب إليه .. سبحان الله و بحمده سبحان الله العظيم,not_hate,unknown,jordanian,jhsc
"Jordan Mix  w: العقبه ااشاطئ الجنوبي
",not_hate,unknown,jordanian,jhsc
الدول الي بتعتمد باقتصادها ع القطاع العام مثل الشب الي ابوه بعده بصرف عليه,not_hate,unknown,jordanian,jhsc
"لمن أذنب ذنبا عظيما وترحم على كافر تب الى ربك قبل أن تلحق به الله لايرحمه هو ومن على شاكلته
",not_hate,unknown,jordanian,jhsc
وفي هذا اليوم افتقدت لـ ، يا عيبكم ما حدا فقدو ، لك من قلبي سلام.,not_hate,unknown,jordanian,jhsc
اللهم إن البرد من أمرك يأتمر بأمرك اللهم بدّله دفئاً على كل محتاج على فقير على كل لاجئ على كل من يعمل عملاً يُرضيك.,not_hate,unknown,jordanian,jhsc
- جيفارا ؛ نفسي انسخ مخه و اصير اتثقف منه. انسان فريد.,not_hate,unknown,jordanian,jhsc
"الكل بدو ياخذ اللقاح خاوة مع مرور الاشهر لا بتركب باص ولا بتدخل مطعم ولا بتمشيلك معاملة غير لما يشوفوا منك ... عقولة الهياجنة من الآخر الكل بدو ياخذوا
",not_hate,unknown,jordanian,jhsc
"احتفظ بإبتسامتك بعيداً عن بؤس العالم وقذارته... تستحق السعاده فلا تعبس، اعتنِ بنفسك جيداً ، لا تجعل أحداً يؤثر على مسار حياتك، قراراتك، علاقاتك،قناعاتك أو حتى مزاجك، كن كما تحب... كن كما تريدُ أنت ....
",not_hate,unknown,jordanian,jhsc
بحس الدلفين الطف حيوان بالحياه,not_hate,unknown,jordanian,jhsc
و واضح انها السنة هاي اصلا بعيدة عن النزاهة نوعا ما,not_hate,unknown,jordanian,jhsc
"ههههه رح ارسب مقدمه الفصل للجاي هاي اول ماده رسبنا فيها.
",not_hate,unknown,jordanian,jhsc
"كنت باكل هريسه الواضح مش مجاوبه 
",not_hate,unknown,jordanian,jhsc
اشوي من صاحبي الكلب هسا عرفت انه متجوز باميركا وتفاجئت ولا بعمد بابنه بالكنيسه بقله مين هاظ بقلي ابني عملتله بلوك الحيوان,not_hate,unknown,jordanian,jhsc
“ ليس عليكَ أن ترد الجميل ولكن كُن أرقى من أن تُنكره .”,not_hate,unknown,jordanian,jhsc
في الكرك حيث أتشرف بتقديم تدريب لمدة أربعة أيام لمجموعة من القيادات الشبابية في المدينة حول إطلاق المشاريع الريادية والإبتكارية ضمن مشروع بداية بالشراكة مع مؤسسة TTI و Spark.,not_hate,unknown,jordanian,jhsc
تكفي هيبئة الملوك على آل سعود أجميع حفظهم الله .... ليسو كباقي الرؤساء للدول المجاورة للسعودية,not_hate,unknown,jordanian,jhsc
"هو عارف وضع النادي و لا بدو صلاح بشي ثاني ؟!
",not_hate,unknown,jordanian,jhsc
توقيع على الورق بدون انشاء كله سلخ حكي كذب,not_hate,unknown,jordanian,jhsc
لما تلفزيون دولة يكون غايب عن خبر مهم مثل هيك ومواطنيها يتحروا الخبر على القنوات الفضائية يجب اقالة وزير الاعلام,not_hate,unknown,jordanian,jhsc
لازم تحط راتبك الاسبوعي مش الشهري  تحطيم بزيادة,not_hate,unknown,jordanian,jhsc
مستوطنون يهود يختطفون فتى فلسطينيا كان متوجهاً لصلاة الفجر اليوم و يقتلونه و يحرقون جثته قرب مخيم شعفاط في القدس المحتلة,not_hate,unknown,jordanian,jhsc
الدور الذي تريده امريكا لإير ان أن تكون بعبع لإستغلال الدول الخليجية,not_hate,unknown,jordanian,jhsc
يقول احد القضاة : لم تصلني قضية لفتاة تعق والديها بل كلهم ابناء ذكور؛ ومع هذا إلى الآن يوجد من يحزن إذا رُزق بَ فتاه !,not_hate,unknown,jordanian,jhsc
لا واذا موعاجبك في صوره اقوى بالف مره من هذه مع ايران على شان يعرفون انهم صفر على الشمال,not_hate,unknown,jordanian,jhsc
لا تتعلق بشئ فكُلنا ذاهبون،، وإن أحببت فحب بصمت،، لا داعي للجنون فما الحياه سوى مطار ،، قادمون و مغادرون،،,not_hate,unknown,jordanian,jhsc
"الجاهل عدو لنفسه!!
",not_hate,unknown,jordanian,jhsc
أكيد بس انا افترضت كشف الوجه واليدين فقط، و بدون أن يكون البيت مشمسا حتى,not_hate,unknown,jordanian,jhsc
"مش مشكلة  صقر لقب كان الكل يحكيلي صقر ف لزق فيي
",not_hate,unknown,jordanian,jhsc
و انتِ ايش حشرك,not_hate,unknown,jordanian,jhsc
وبعز يلي انت فيه رح تلاقي حمار بحسدك,not_hate,unknown,jordanian,jhsc
"في ساعات أيام العشر يكون الارتباط بالخالق جل جلاله من خلال القلوب الطاهرة الزكية التي استشعرت عظمة الجهاد في سبيل الله. العشر فرصة لعلاج الأمراض القلبية فرصة التقرب والتحبب لله الواحد الأحد فرصة لنرسم بأعمالنا الصالحة مسار الانتصار للأمة.
",not_hate,unknown,jordanian,jhsc
رح يصيبني سرطان جلد قد ما بكتب غش عايدي....بس المشكله عالفاضي.,not_hate,unknown,jordanian,jhsc
ضيقة صدر مدري هُموم وتفاكير بس الوكاد الحال يفرح عدوّي ..,not_hate,unknown,jordanian,jhsc
"عائلة من بلدة بلعا قضاء طولكرم تفقد 3 من رجالها بفارق ايام متأثرين باصابتهم بفيروس كورونا
",not_hate,unknown,jordanian,jhsc
اللهم فرحة أنجلط من وراها وأموت  خلص,not_hate,unknown,jordanian,jhsc
"بفيدك جداً بمحاضرة ""علوم سياسية ""، لما الدكتورة بتكون بتنازع وهي بتحكي ورقمك ٤٩!! جدا مفيد",not_hate,unknown,jordanian,jhsc
القائد العام للقوات المسلحة يامر باحالة على التقاعد التفاصيل:,not_hate,unknown,jordanian,jhsc
نادي الفيصلي نادي عشائر نادي وطن مش للعدوان مع احترامي لاعشيرة العدوان شيوخ البلقاء,not_hate,unknown,jordanian,jhsc
و إن كتب الله لي الرحيل .. فلا تنسوني من طيب دعاكم,not_hate,unknown,jordanian,jhsc
والي بسويه في سوريا ؟,not_hate,unknown,jordanian,jhsc
في المواقف هاي بتحس إنه رح ينزل عليهم عقاب فوري من السما، بس ان شالله لأ لإنك هناك :),not_hate,unknown,jordanian,jhsc
ما حليت ولا صفحة و نفسي انتحر!,not_hate,unknown,jordanian,jhsc
تويتر ميت ولا انا متحمس زيادة عن اللزوم ؟,not_hate,unknown,jordanian,jhsc
يا رفعت الشوكلا الطيبه هيي السويسريه مو الامريكيه,not_hate,unknown,jordanian,jhsc
هالأسمراني جماله فتنا,not_hate,unknown,jordanian,jhsc
سوري ،،، مش من هاي النوعيه انا ، قال اكمل اغاني قال,not_hate,unknown,jordanian,jhsc
": محكمة الاحتلال العسكرية تؤجل محاكمة الأسير المهندس محمد الحلبي من قطاع غزة، حتى تاريخ 14/1/2021 وستكون المحكمة الـ 155 التي يعرض فيها على محاكم الاحتلال منذ عام 2016 دون إدانة أو اعتراف بالتهم المنسوبة إليه .
",not_hate,unknown,jordanian,jhsc
و في اكتر من جهة بتقول انهم خلية ارهابية,not_hate,unknown,jordanian,jhsc
"الكل هيك سجلت نادي انا لسا ما بلشت بعد العيد رح ابلش سبحان اللّٰه صار في دوام حسبي اللّٰه بالصين 
",not_hate,unknown,jordanian,jhsc
منورة الكون من دوووووون كهرباااااااااااااااااااااااااااااااااااااااااااااااا انتى دوم,not_hate,unknown,jordanian,jhsc
بالفيديو.. الكلباني يرجِّح جواز دخول اليهود والنصارى للمساجد .. وهذا ما قاله عن النظر لوجه المرأة! @url,not_hate,unknown,mixed,mlma
الغرفه الي فيها عتمه كانت عقاب النا واحنا صغار هسا اكتر مكان بنرتاح في,not_hate,unknown,jordanian,jhsc
كاميرون بره والجنية أسوأ سعر صرف له منذ عام 1985 واسكتلندا وايرلندا الشمالية تهدد بالخروج وجاريث بيل أصبح أجنبيا في الريال,not_hate,unknown,jordanian,jhsc
"أهدرت عمري في الإشاحة بوجهي عن ماهو جلي القصد.
",not_hate,unknown,jordanian,jhsc
": لا تبخلوا. بنشر الدعاء فلمن دعوتم لهم اجرهم ولكم اجركم لا ينقص منه شيئا رددوها علها ساعة استجابه وصلوا على محمد واله وصحبه. اجمعين""",not_hate,unknown,jordanian,jhsc
"خلينا كدا على طول ماشيين مرامانا الهوا ونعشنا والي شبكنا يخلصنا
",not_hate,unknown,jordanian,jhsc
"غلاف السبورت : ميسي الجديد نيمار جاهز لبداية الموسم الفيس سيبقى في برشلونة التوقيع مع فيرمالين فقط""",not_hate,unknown,jordanian,jhsc
شكلي و انا انتظر علامة الجنتكس,not_hate,unknown,jordanian,jhsc
يا اخي و بعدين بقصة هالباصات ؟,not_hate,unknown,jordanian,jhsc
