text,label,hate_type,dialect,source
"@berrynawal كنا ب #ديما_الوطية
صرنا ب #نوال_البهلة.. يقطع عمرك شو زكية",hate,gender,levantine,letmi
اللهم إن البرد من أمرك يأتمر بأمرك اللهم بدّله دفئاً على كل محتاج على فقير على كل لاجئ على كل من يعمل عملاً يُرضيك.,not_hate,unknown,jordanian,jhsc
@user @user @user يا بهيم حامل كتاب التاريخ بالمقلوب هههه.. في ١٩٨٢ اسراءيل هي الي أسقطت ٨٩ طائرة سوري… @url,hate,race,mixed,mlma
@DimaSadek اه انشالله بس مش السيد اللي رح يقبر قلبك انشالله ما تلاقي حدا يقبرك عاهرة الثورة,hate,gender,levantine,letmi
@ghadifrancis @Jessicaazar اللي متلك عالمطبخ يا غدي.. معك نص ساعة لتخلصي الجلي..بسرعة!,hate,gender,levantine,letmi
"اللهم انت وحدك ولي ذلك والقادر عليه.
",not_hate,unknown,jordanian,jhsc
اتوقع رح نسيطر الا ع افضل حارس،ودي ماريا مظلوم فيها,not_hate,unknown,jordanian,jhsc
"الجاهل عدو لنفسه!!
",not_hate,unknown,jordanian,jhsc
@DimaSadek لا اطمئني بتظلك تجيبي سكور مرتب بالوطاوي,hate,gender,levantine,letmi
@DimaSadek عبالي انزل شوفك وبوسك من فوق لتحت لان مشتقلك كتير,hate,gender,levantine,letmi
""" كاسياس:ضربة الجزاء كانت نقطة مهمة لانهم لو عدلواالنتيجة لكانت المباراة مختلفة،بعدها الفريق دخل في المباراةوكانت ردة الفعل جيدة",not_hate,unknown,jordanian,jhsc
"أيُّ شـهرٍ قـد تَولَّى * يا عبادَ اللهِ عنّا حُقَّ أنْ نبكي عليهِ * بدماءٍ لو عَقَلنا كيفَ لا نبكي لشهرٍ * مرَّ بالغفلةِ عنّا ثُـمَّ لا نـعـلـمُ أنّـا * قد طُردنا أو قُبلنا
",not_hate,unknown,jordanian,jhsc
@yumnafawaz مش رح تعرفي تحكي انت يا ام نص لسان عيب عليكي ..واذا حكى عن النازحين اصلاً المظاهرة مفروض تكون لترحيل ال… https://t.co/sXDfUCmMMp,hate,gender,levantine,letmi
@yumnafawaz يا أم نص لسان سكتي احسن,hate,gender,levantine,letmi
خلينا نضحك شوي بصراحه ابوه مثل ابوي هههههه حفظكم الله وحفظ اباءكم ورحم الميت منهم,not_hate,unknown,jordanian,jhsc
"وكالة عمون الإخبارية/ عاجل مزارعو الأردن يهددون بوقف توريد الخضار للسوق المركزي - عبر تطبيق نبض
",not_hate,unknown,jordanian,jhsc
مش حركة غبية !!,not_hate,unknown,jordanian,jhsc
بجاه اذان الفجر ربي يحفظ النشامى والجيش والأردن وملكهاااا .. ربي يديم الأمن والأمان على طول وينظف هالبلد من السحيجة والحرمية,not_hate,unknown,jordanian,jhsc
"عاجل حلب المجاهـدون يغتنمون دبابة ل قطعان المنظومة الإجرامية على محور خلصة بريف حلب الجنوبي
",not_hate,unknown,jordanian,jhsc
انه هاي البنت ما بدها تتزوج و ابصر شو! يعني مجبرة تعطي سبب مقنع للرفض مع انه برأي انها ما بدها او ما بتفكر بالموضوع هلا سبب كافي!,not_hate,unknown,jordanian,jhsc
@DimaSadek ديما يا عديمة الشرف ما بيطلعلك تحكي عن الشرف,hate,gender,levantine,letmi
@user @user خنزير فاجر يقتل القتيل ويمشي في جنازته امتا يارب النجاه من الفاسد الإرهابي ده اللي بيتحكم في المصريين غصب عنهم,hate,race,mixed,mlma
هالأسمراني جماله فتنا,not_hate,unknown,jordanian,jhsc
ارتفاع نسبة رواسي الكويت بشركة المغاربية٢٩.٢٣٪,not_hate,unknown,jordanian,jhsc
@DimaSadek الله يعين المجتمع ع قلة فهمك و استيعابك �,hate,gender,levantine,letmi
@DimaSadek لك العمى بقلبك العمى .. لك شو نوع الحقد يللي معجونة فيه انتي ؟؟ لك خافي على أمك على اهلك على عيلتك من ال… https://t.co/F01MWf9vmR,hate,gender,levantine,letmi
"""ما رأيك ان تستغفر الله في هذه اللحظه """"فقلت استغفروا ربكم إنه كان غفاراً يرسل السماء عليكم مدراراً، ويمددكم بأموال وبنين ويجعل لكم جنات ويجعل لكم أنهاراً"""" نحن بحاجه الى المطر من الله تعالى. ادعوا اللهم أسقنا الغيث ولا تجعلنا من القانطين""
",not_hate,unknown,jordanian,jhsc
"اصلا الي المفروض يعملوا احتجاج على قرارات الحكومة بخصوص التعليم الامهات لانهم هما الي ماكلين هوا موظفات وزوج وبيت وتدريس وضغط بأم الحياة والحكومة بس شاطرة تنزل اوامر دفاع واوامر بخصوص التعليم الفاشل ولما اروح ع المدرسة اسأل استاذ اشي بخصوص التدريس بتركني بحكي وبمشي 
",not_hate,unknown,jordanian,jhsc
للابد اكره الرجال الي يتدخل في امور الحريم ياخي كلزق واسترجل وفكنا منك,hate,gender,mixed,mlma
@yumnafawaz يا عيب الشوم عليكي يا موّتي (مرتّي) ! تفه عأصلك، لو في اهل يربوكي ما بتهوشي هيك. بس مربايين معزابة.,hate,gender,levantine,letmi
شرفاء فتح شهداء,not_hate,unknown,jordanian,jhsc
@DimaSadek ايتها الحمقاء قال سيدك وسيد البلد لن يسقط العهد,hate,gender,levantine,letmi
لا تتعلق بشئ فكُلنا ذاهبون،، وإن أحببت فحب بصمت،، لا داعي للجنون فما الحياه سوى مطار ،، قادمون و مغادرون،،,not_hate,unknown,jordanian,jhsc
@DimaSadek .. و #ديما_الواطية حمالة الحطب,hate,gender,levantine,letmi
@DimaSadek اخرسي ولي عنزة #ديما_الواطية,hate,gender,levantine,letmi
بدي اقلع عين اللي بقول عن الاردنيين مسخمطين . احنا بس بدنا نركض ورا رغيف الخبز ورغيف الخبز يركض قدامنا.,not_hate,unknown,jordanian,jhsc
"هو عارف وضع النادي و لا بدو صلاح بشي ثاني ؟!
",not_hate,unknown,jordanian,jhsc
@DimaSadek ما تنسي أنك شرشوحة كمان يا حمالة الحطب  والله ما تضلك تنبحي متل الكلبة مش رح يلكشك بصباتة ويجيب اسمك على تمه لو بتموتي ������,hate,gender,levantine,letmi
@DimaSadek احترمي حالك وحدة مبهدلة بتسوى صرماية اعتق من عتيقة روحي انضبي,hate,gender,levantine,letmi
المباراه منقوله ع فلسطين لايڤ او الرياضيه اللي بحب يحضرها,not_hate,unknown,jordanian,jhsc
"@DimaSadek الله لا يوفقك شو انك شرشوحة و سخيفة و داعشية
اذا انت بدك تقودي الثورة الله يلعن هيك ثورة",hate,gender,levantine,letmi
"أّلَلَهّـمً ربً أّلَسِـلَأّمً  أّنِﺰلَ طِمًأنِيِّنِتٌـکْ عٌلَئ کْلَ قُلَبً أّرهّـقُتٌـهّ أّلَحًيِّأّة.  اللهم أرحم ضعف وقلة حيلتها وخفف عنها كل ألم يااااارب.
",not_hate,unknown,jordanian,jhsc
@DimaSadek ولك انتي مزبلة تويتر,hate,gender,levantine,letmi
@DimaSadek هل ضربك الطرش والحول رجعي سمعي شو قال يا هبلا,hate,gender,levantine,letmi
@DimaSadek انضبي يا فاجرة يا واطية، الجيش خط أحمر,hate,gender,levantine,letmi
@MariamAlbassam نانسي السبع مراسلة والله محلل سياسي ضد حزب الله؟ ضبّوها...يا حيف ع هيك مراسلات,hate,gender,levantine,letmi
@DimaSadek ألتزمي الصمت (يعني سدي نيعك بالعربي)...حتى نهاية المعركه ...لا دور للأنتهازيبن امثالك,hate,gender,levantine,letmi
سامحيني إن لم أكاشفك بالعشق فأحلى ما في الهوى التضمين,not_hate,unknown,jordanian,jhsc
الموضوع مش هيك ابدا الموضوع حصل القتال وهناك مبادرة لوقفه وقد وافقت اسرائيل لماذا ترفض حماس,not_hate,unknown,jordanian,jhsc
السويد مركز أول!! ألمانيا أووت ؟؟!! معقول,not_hate,unknown,jordanian,jhsc
شكلي و انا انتظر علامة الجنتكس,not_hate,unknown,jordanian,jhsc
"حادث سير قرب حاجز الزعيم شرق القدس المحتلة
",not_hate,unknown,jordanian,jhsc
وله صهيب ليش بتعامل احمد هيك،؟؟ ارجع اكتلك يعني؟ خلص كبرتو عهاي السوالف اعقلو,not_hate,unknown,jordanian,jhsc
@DimaSadek حضرتك اوسخ من الوسخ نفسه,hate,gender,levantine,letmi
ضميرك راح يسوي نفس هذا,not_hate,unknown,jordanian,jhsc
@NadimKoteich @DimaSadek شو هل جلجوئة المريضة ! بتحكي بحقوق المرأة و قبلت الشتام مبارح لام وزير مع ضحك عريض ولو شو هالسفاهة,hate,gender,levantine,letmi
اتخيلي عاد ماشي بالشارع ومعي لعبة بتسلى فيها,not_hate,unknown,jordanian,jhsc
مش طالبه يكون مظهرو رائع ، بس اشي منطقي و مقبول بس,not_hate,unknown,jordanian,jhsc
@yumnafawaz عنجد سخيفة شو بدك بالتسمية هلا شوفي ادي عقلاني,hate,gender,levantine,letmi
@user @user @user @user مجاري يامتخلفين يابتوع بول البعير ياتيوس,hate,race,mixed,mlma
@DimaSadek يلعن البطن اللي جابتك,hate,gender,levantine,letmi
حسبة بسيطة توضح حجم مأساة كبيرة,not_hate,unknown,jordanian,jhsc
كميه الملل والزهق اللا منتهيه,not_hate,unknown,jordanian,jhsc
وفي هذا اليوم افتقدت لـ ، يا عيبكم ما حدا فقدو ، لك من قلبي سلام.,not_hate,unknown,jordanian,jhsc
@DimaSadek فشرتي على رقبتك سيدنا يقبرك,hate,gender,levantine,letmi
حكومة إنقاذ وطني برئاسة حسين هزاع المجالي,not_hate,unknown,jordanian,jhsc
"صديقي الاستاذ عامر الرجوب تصريحات المسؤولين اشي والواقع شي ثاني بتوجعوا راسنا كل يوم على الفاضي.
",not_hate,unknown,jordanian,jhsc
@DimaSadek يا عمي ديما صادق بدها تنشهر و صدقوني لما انتشر هاشتاغ الواطية ديما، ديما كتير كانت مبسوطة انو هي تريند.… https://t.co/J2ZlEEPQrz,hate,gender,levantine,letmi
"@DimaSadek سدي بوزك
راس الفتنة انتي",hate,gender,levantine,letmi
@DimaSadek انشالله بيقبرك !!!على قلبك قاعد كلن بهل وقت قاعدين عم يسمعو غصب عنك�طقي وفرقعي https://t.co/OVKfVIQBme,hate,gender,levantine,letmi
@user @user عزيزي اللبناني تعرف اذا شفنا مكان وسخ نقول عليه زبالة كأنه لبنان !,hate,race,mixed,mlma
"مش مشكلة  صقر لقب كان الكل يحكيلي صقر ف لزق فيي
",not_hate,unknown,jordanian,jhsc
انا بحكيلك القصة بتهيألهم انو رح يعطوهم قطعة ارض بالجامعة هههههه,not_hate,unknown,jordanian,jhsc
سوري ،،، مش من هاي النوعيه انا ، قال اكمل اغاني قال,not_hate,unknown,jordanian,jhsc
"الفضل لله أولا والحماس العزة والشرف ثانيا
",not_hate,unknown,jordanian,jhsc
فعلت مكالمات الواتس اب اخيراً,not_hate,unknown,jordanian,jhsc
@user @user @user @user ندري شلون نفهم عيال المتعه، مشروب ابوال البعير للعلاج فقط لكن مرجعي… @user,hate,race,mixed,mlma
@user @user شاربى بول البعير و راعى الأغنام مش هنستنا منهم غير قلة الأدب و السفالة كلوا زق,hate,race,mixed,mlma
@DimaSadek انتي اوسخ امرأة شفتا في حياتي روحي نامي احلا ما تسمعي اكثرمن هيك حاكي,hate,gender,levantine,letmi
@DimaSadek روحي انضبي يا شرشوحة وتعلمي الفهم,hate,gender,levantine,letmi
"نعم نقدر عاليا هذه الديناميكية الأردنية وهي في أقصى درجات سرعتها في المحافل الدولية لمنع الضم الأسرائيلي. ولكن اين العرب؟ اين الأتحاد الأوروبي.
",not_hate,unknown,jordanian,jhsc
بالنسبه للجميع  العطله الرسميه من تسكيرتي للجامعه حتى ٢٥/٩ ! .. نقطه .,not_hate,unknown,jordanian,jhsc
@yumnafawaz الرئيس ألقى خطابو وخلفو حيط فاضي ت البجم السخيفين اللي متلك يركزو عالخطاب مش التفاصيل وانت يا تافهة   ع… https://t.co/nxyPonAdGc,hate,gender,levantine,letmi
ممممممم بنظري بتنفع بذات بمجتمعنا هاد بس بالاخر انت حكتلي السمعه شي مو ملموس,not_hate,unknown,jordanian,jhsc
وراء كل رجل وسيم إمرأه بايره,hate,gender,mixed,mlma
الاسبان حققوا كل الارقام.. واكثر اندية استفادة من الحكام اندية اسبانيا كرة مثل هذه تعود بي بالذاكرة لمباراة تشيلسي,not_hate,unknown,jordanian,jhsc
عن الشخص الي بتعشق وجوده بالتايم لاين و هو حمار لا هو عارف ولا هو حاس ,not_hate,unknown,jordanian,jhsc
@yumnafawaz مخابرات جيش يا هبلة,hate,gender,levantine,letmi
طائرة السفير الاردني المحرر في ليبيا تصل بعد قليل الى,not_hate,unknown,jordanian,jhsc
@DimaSadek الله يلعنك شو كذابة و منافقة,hate,gender,levantine,letmi
"أهدرت عمري في الإشاحة بوجهي عن ماهو جلي القصد.
",not_hate,unknown,jordanian,jhsc
@DimaSadek فيكي توقفي استفراغ سمومك وتريحينا من سما ربك؟ العما بقلبك ما اسألك وشو انك بلا وفى #تفه,hate,gender,levantine,letmi
@DimaSadek ان شاء الله نحن كلنا منقبرك�,hate,gender,levantine,letmi
الرعاع وشاربوا بول البعير متى عىفتم كرة القدم لكي تتحدثوا عن لاعب دفع شيخكم تركي الكثير لجلبه وهو حاء حبا في الكعبة… @url,hate,race,mixed,mlma
@user @user هذا ما أدخلوه في مخك المصدي شرابي بول البعير.,hate,race,mixed,mlma
@yumnafawaz @General_Aoun والله اقل شي انتي لازم تنكبي بالحبس مش بس عا افكارك النتنة وقلة احترامك..عا سماكة وتقل دمك,hate,gender,levantine,letmi
@DimaSadek انتي بالذات سدي بوزك حيوانة,hate,gender,levantine,letmi
خجلتُ من نَفسي عِندما أدركتُ، أنّ الحياة حفلةٌ تنكَرية، وأنا حضرتُها بوجهي الحقيقي. فرانس كافكا,not_hate,unknown,jordanian,jhsc
@DimaSadek ديما صادق واطية و بجدارة,hate,gender,levantine,letmi
"وجودك بقربي مخلي الدنيا أحلى كثير قالت أحبك كلمة عادية وصارت غير. 
",not_hate,unknown,jordanian,jhsc
والحل يكون عند الهاشميين بطولة مفاوضات لا روسية و لا أمريكية بل أردنية هاشمية في دوحة العرب عمان,not_hate,unknown,jordanian,jhsc
"لما تكون عارف شو انت لو مهما الناس تجاهلتك او حاولت تدور عبدائل او حاولت تهمشك بتضل من جواتك عظيم المكانه مش بالمنصب ولا بالفلوس المكانه هيه اللي انت بتصنعها بنفسك في داخلك موجوده باعماقك عبدالله الجراح
",not_hate,unknown,jordanian,jhsc
فقدنا الصور الممتعة اليوم .. السبب غياب هذا الاسطورة!,not_hate,unknown,jordanian,jhsc
"متركتش حل بالحياة عالفاضي
",not_hate,unknown,jordanian,jhsc
"تم اصابة الوسط الفني بفايروس كورونا
",not_hate,unknown,jordanian,jhsc
"غلاف السبورت : ميسي الجديد نيمار جاهز لبداية الموسم الفيس سيبقى في برشلونة التوقيع مع فيرمالين فقط""",not_hate,unknown,jordanian,jhsc
"على جروب عالفيسبوك طالبين عروس لشب عمرو ٥١ سنة لم يسبق له الزواج 
",not_hate,unknown,jordanian,jhsc
@DimaSadek روحي نقبري عل القضاء طالبي يا ساقطه,hate,gender,levantine,letmi
@yumnafawaz بدك ١٠٠ سنة تتفهمي يلي قالو الرئيس. انضبي انتِ قليلة الاخلاق,hate,gender,levantine,letmi
"ولا حتى مثل نفسية نتنياهو وهو مالوش دخل بالحكومة 
",not_hate,unknown,jordanian,jhsc
@yumnafawaz @General_Aoun انضبي ولي بلا أخلاق احترمي حالك يا بلا شرف رتش,hate,gender,levantine,letmi
@yumnafawaz عتول عم تشخ تحتا شخاخة,hate,gender,levantine,letmi
"@DimaSadek انت بتشتغل يا احمد؟
اعوذ بالله ���
#ديما_الكذابة",hate,gender,levantine,letmi
@DimaSadek @yumnafawaz صدقنا انك نزلتي.. ليه ما بقيتي #ديما_الواطية,hate,gender,levantine,letmi
@DimaSadek ديما سدي بوزك يا عاهرة يا فتنوية كلمة تفو عليكي قليلة,hate,gender,levantine,letmi
"@DimaSadek الثورة عطتك عمرها يا معترة هههه 
#ديما_الوطية",hate,gender,levantine,letmi
@DimaSadek نطالب الدوله بسجن #ديما_الواطيه  البوق الصهيوني,hate,gender,levantine,letmi
@DimaSadek حاش تكذبي عالعالم افلامك محروقة يا بصلة معفنة,hate,gender,levantine,letmi
@yumnafawaz يا ريت تشرحيلنا شو هوي التغيير يلي شفتيه انت وعم تمشي بشوارع بيروت غير الفوضى وبعض الخيم وبأي شي حسيت بالفخر #تافهة,hate,gender,levantine,letmi
@user @user @user @user الانعام امثالك يا زبالة الي يشرب بول البعير ويركض ورا الع… @url,hate,race,mixed,mlma
ما حليت ولا صفحة و نفسي انتحر!,not_hate,unknown,jordanian,jhsc
كاميرون بره والجنية أسوأ سعر صرف له منذ عام 1985 واسكتلندا وايرلندا الشمالية تهدد بالخروج وجاريث بيل أصبح أجنبيا في الريال,not_hate,unknown,jordanian,jhsc
أعمل نفسك ميت,not_hate,unknown,jordanian,jhsc
"مين من الطلاب الي اجو من السفر نازل بكرفان ؟ بدي شوف هالكرفانات الي مجهزينها
",not_hate,unknown,jordanian,jhsc
ريو 2016: الأردني أبو غوش والمصرية ملاك يدخلان التاريخ بأول ميداليتين عربيتين في التايكواندو via,not_hate,unknown,jordanian,jhsc
لفتتني ثقافة مجتمع أراده حاكمُه داعشيا:اطلق شبيحة النظام السوري علي شائعة اغتصاب.قام النظام السعودي بتكراره مع كمّ… @url,hate,race,mixed,mlma
لا انا بقول اذا هي الي ببالي كهربيها وريحيني منها,not_hate,unknown,jordanian,jhsc
@DimaSadek قال انت المفتش كونان، يقطع عمرك ما ازنخك,hate,gender,levantine,letmi
@DimaSadek مصدقة حالك ههههههه فشرتي فشرتي، يا حمارة يا جاهلة لو انك بتفهمي و َرسالتك الاعلامية نضيفة يا وسخة بتعرفي… https://t.co/tdDErWdtuc,hate,gender,levantine,letmi
@yumnafawaz بكم حرم بتلدغ يمنى,hate,gender,levantine,letmi
"من الصريح للكرك شو اللي بدكم اياه ؟؟؟
",not_hate,unknown,jordanian,jhsc
@DimaSadek ههههههه.    تضربي ما احمرك.,hate,gender,levantine,letmi
أكيد بس انا افترضت كشف الوجه واليدين فقط، و بدون أن يكون البيت مشمسا حتى,not_hate,unknown,jordanian,jhsc
@DimaSadek انت بمزبلة التاريخ,hate,gender,levantine,letmi
"الجاردنز لتجارة السيارات ☆دليلك___ للتقسيط☆ متوفر جميع الاصناف ل فورد فيوجن موديلات 2017_2018_2019 للاستفسار : 0770500200 0776100600 @ الجاردنز لتجارة وتمويل السيارات
",not_hate,unknown,jordanian,jhsc
ليش كل الصحافة يوم النتائج بتكون في عمان الغربية وكل الصور للبنات و بختاروها تكون احلى من ملكة جمال الاردن الختارها وزارة الاثار المصرية.,not_hate,unknown,jordanian,jhsc
@DimaSadek @AhmadBallout15 ٧ ايار الجايي لازم يسحبوك من شعرك بلكي بتصيري  تفهمي,hate,gender,levantine,letmi
"معقول ؟! "" كل شيء تقوله لسيري من هاتف أبل يتم تخزينه في قاعدة بيانات في أمريكا",not_hate,unknown,jordanian,jhsc
الغريبة ناس بتعمل بلوك و هيا اصلا عيزا بلوك مت اول ما فتحت تويتر يلا ربنا يصبرنا عل الحاجات الي تنفخ دي :)) مش مقصودة :)),not_hate,unknown,jordanian,jhsc
تكفي هيبئة الملوك على آل سعود أجميع حفظهم الله .... ليسو كباقي الرؤساء للدول المجاورة للسعودية,not_hate,unknown,jordanian,jhsc
للأشياء الجميلة التي تسعدك ، حاول إخفائها عن العابرين واجعلها سراً بينك وبين نفسك.. فكل شيء يعرفه البشر يفسدونه ..,not_hate,unknown,jordanian,jhsc
مكتب يرحب بتصريحات رئيس حكومة اقليم التفاصيل:,not_hate,unknown,jordanian,jhsc
@yumnafawaz أكلي زباله يا زباله,hate,gender,levantine,letmi
@DimaSadek سخيفة وعقلك صغير.... عيب عنجد,hate,gender,levantine,letmi
@DimaSadek ليكِ انت وحدة بلا شرف شو ما حكيتي ...ما حدا رح يعبرك من هل لحظة..ما بقى نرد عليكي لانك تافهة وبلا شرف..حرام ما اهبلك..,hate,gender,levantine,letmi
@yumnafawaz عم يقلك هو اعمل فردية يا ام نص لسان شو بلا لسان وما بتفهمي كمان,hate,gender,levantine,letmi
القلب بيت شيوخ ماهو بفندق ماكل من زاره حبيبي سكن فيه... ودك تصدق ... ماتبي لاتصدق قلبي تربى مايبي من يربيه ...,not_hate,unknown,jordanian,jhsc
@user @user @user الصعلوك هم امثالك يا حقير يا نكرة يا نجس.. انت و امثالك عبيد قردوغان الصهيون… @url,hate,race,mixed,mlma
ههههههههههههه  ممنوع الريتويت     :P,not_hate,unknown,jordanian,jhsc
تكبيرات العيد هنن العيد بالنسبه الي وبس,not_hate,unknown,jordanian,jhsc
القائد العام للقوات المسلحة يامر باحالة على التقاعد التفاصيل:,not_hate,unknown,jordanian,jhsc
"بمر بازفت فترة نفسياً و صحياً و دراسياً و اجتماعياً و كل اشي 
",not_hate,unknown,jordanian,jhsc
@DimaSadek يعني اخترعتي البارود ��,hate,gender,levantine,letmi
@DimaSadek كذبي وسلينا يا بهيمة,hate,gender,levantine,letmi
بين حكيك وشوفتك قصة خجل ، طال فيها الشرح وعيونك دليل.,not_hate,unknown,jordanian,jhsc
ولا ترى العين عيباً اذا أحب القلب قلباً,not_hate,unknown,jordanian,jhsc
@user @user @user @user خنازير قطر هذا خنزير من حلفاءكم يطلب مساعدة (سمي النعال) @url,hate,race,mixed,mlma
"صورة بتحس طعمها بتمك وريحتها بانفك وصوتها باذنك 
",not_hate,unknown,jordanian,jhsc
“ ليس عليكَ أن ترد الجميل ولكن كُن أرقى من أن تُنكره .”,not_hate,unknown,jordanian,jhsc
لااااا.. مش بالزبط كده .. ما رح توصل لهاي المرحلة مع احترامي الشديد الك .. هي بالنهاية انه الأطفال بحبو التقليد قي كل شيء .. واكيد لاحظتي انه عّم يأكل سندويش وميقن انها ما بتنصح  وهي عكس ذلك تماماً,not_hate,unknown,jordanian,jhsc
أنا حدا بطلع كل أيام الأسبوع إلّا الخميس .. قرف و أزمة,not_hate,unknown,jordanian,jhsc
يا اخي و بعدين بقصة هالباصات ؟,not_hate,unknown,jordanian,jhsc
عزيزتي البنت الجامعية الواعية و الفهمانة المصلى للصلاة مش للاكل و النوم وحتى الدراسة بصوت عالي و شكرا .,not_hate,unknown,jordanian,jhsc
@DimaSadek ساقطة انت ومن معك وليس رجال الله #ثورة مصدية,hate,gender,levantine,letmi
": لا تبخلوا. بنشر الدعاء فلمن دعوتم لهم اجرهم ولكم اجركم لا ينقص منه شيئا رددوها علها ساعة استجابه وصلوا على محمد واله وصحبه. اجمعين""",not_hate,unknown,jordanian,jhsc
@DimaSadek تفه عليكي انت يا مكرسحة,hate,gender,levantine,letmi
"كان يكتب بالعرب اليوم مقالات مرتبة لما كان رئيس تحرير بس فعلا يلعن ابو الرخص 
",not_hate,unknown,jordanian,jhsc
@DimaSadek انشالله بيقبرك ومنرتاح من سمك يا خنزيرة  ����,hate,gender,levantine,letmi
"الدموع دليل المحبة، لكنها ليست العلاج.
",not_hate,unknown,jordanian,jhsc
@DimaSadek ديما الواطية سدي بوزك,hate,gender,levantine,letmi
الدور الذي تريده امريكا لإير ان أن تكون بعبع لإستغلال الدول الخليجية,not_hate,unknown,jordanian,jhsc
@yumnafawaz معقول الرئيس قاصصلك الشقفة الناقصة من لسانك حتى بتكرهي وحاقده عليه يا مقروطة اللسان وبالعة نص الأبجدية؟ ���,hate,gender,levantine,letmi
@DimaSadek إذا السيد حسن قبلك مسمار بنعلو إيلك الشرف,hate,gender,levantine,letmi
@yumnafawaz صايرة شاعري يا أم لسان مقروط,hate,gender,levantine,letmi
ضل حدا بالوطن العربي ما عرف؟,not_hate,unknown,jordanian,jhsc
يعني فهمتها بمصطلحك ايها البعير يبدوا ان شرب… @user,hate,race,mixed,mlma
@DimaSadek يقطع عمرك قطع انا دايما  بحترم امك وبقولك يا بنت الحلال بس عن جد  بينتي هلق انك بنت حرام وان شاءالله بيق… https://t.co/JwnFMtHq0e,hate,gender,levantine,letmi
مادام فيني نفس يذري وفيني طموح باب وراه اعتزازي...طارقه..طارقه رغم امتداد التعب عيا يموت الطموح…,not_hate,unknown,jordanian,jhsc
@berrynawal الصباط كان كتير صغير عليكه لازم يضربوكه بصباط أكبر بكتير#استحي,hate,gender,levantine,letmi
و في اكتر من جهة بتقول انهم خلية ارهابية,not_hate,unknown,jordanian,jhsc
"نفسي افهم شو اللي بضحك واحد ثار معه حادث لا وفارط ضحك بطريقه هستيريه وضحكات بتخزي ههههههههههههه
",not_hate,unknown,jordanian,jhsc
محاكمة مرتكبي الجرائم ضد الانسانيه في سوريا امام المحكمه الجنائية واجب اخلاقي وقانوني يجب على المجتمع الدوليان يضطلع به.,not_hate,unknown,jordanian,jhsc
"@DimaSadek ديما صوت إسرائيلي واضح،والعهر عندها مش أبو ساعتو،
الهيئة العهر عندها فيه مدرسة.",hate,gender,levantine,letmi
بالمناسبة الهاش تاق مسخرة,not_hate,unknown,jordanian,jhsc
الجمهور حرق الملعب ,not_hate,unknown,jordanian,jhsc
@DimaSadek قال لن يسقط العهد مش الحكومة يا هبلة!,hate,gender,levantine,letmi
@DimaSadek عقبالك.. تستقيلي من الاعلام وتوقفي ع المجلى..,hate,gender,levantine,letmi
"@DimaSadek مش غريب تحكي بمنطق رخيص اذا اهلك ما ادبوك نا تحترمي الناس اكيد الشارع ما بادبك. 
بنت شارع 

#الا-السيد",hate,gender,levantine,letmi
"بفيدك جداً بمحاضرة ""علوم سياسية ""، لما الدكتورة بتكون بتنازع وهي بتحكي ورقمك ٤٩!! جدا مفيد",not_hate,unknown,jordanian,jhsc
